"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12786","bus booking","chromium","Fri Jan 23 12:38:12 IST 2026","passed","Fri Jan 23 12:38:25 IST 2026","","redbus.spec.js","",""
